cid,character,movement_type,src_slot,dst_bank,dst_slot,raw_move_id,target_cid,target_character,target_slot_exists,target_animation_hex,resolution_status,confidence,reason
00f,Yoshimitsu,forward_step_candidate,2276,2,2451,0x26E3,00f,Yoshimitsu,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,backstep_candidate,2278,2,2451,0x26E3,00f,Yoshimitsu,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,forward_step_candidate,2278,2,2451,0x26E3,00f,Yoshimitsu,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,backstep_candidate,2332,2,2454,0x26E6,00f,Yoshimitsu,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,forward_step_candidate,2333,2,2454,0x26E6,00f,Yoshimitsu,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,backstep_candidate,2371,2,2456,0x26E8,00f,Yoshimitsu,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
00f,Yoshimitsu,forward_step_candidate,2373,2,2456,0x26E8,00f,Yoshimitsu,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,sidestep_down_candidate,1504,2,1484,0x2384,011,Nightmare,True,01CE,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,backstep_candidate,2038,2,1672,0x2440,011,Nightmare,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,forward_step_candidate,2038,2,1672,0x2440,011,Nightmare,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,backstep_candidate,2039,2,2341,0x26DD,011,Nightmare,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,forward_step_candidate,2039,2,2341,0x26DD,011,Nightmare,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,backstep_candidate,2172,2,2347,0x26E3,011,Nightmare,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,forward_step_candidate,2172,2,2347,0x26E3,011,Nightmare,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,backstep_candidate,2174,2,2347,0x26E3,011,Nightmare,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,forward_step_candidate,2174,2,2347,0x26E3,011,Nightmare,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,backstep_candidate,2228,2,2350,0x26E6,011,Nightmare,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,forward_step_candidate,2229,2,2350,0x26E6,011,Nightmare,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,backstep_candidate,2267,2,2352,0x26E8,011,Nightmare,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,forward_step_candidate,2269,2,2352,0x26E8,011,Nightmare,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
011,Nightmare,sidestep_down_candidate,2953,3,3062,0x328F,011,Nightmare,True,0375,resolved_move_bucket,confirmed_static_data,0x328F: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3063,0x3290,011,Nightmare,True,0229,resolved_move_bucket,confirmed_static_data,0x3290: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3056,0x3289,011,Nightmare,True,0234,resolved_move_bucket,confirmed_static_data,0x3289: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3059,0x328C,011,Nightmare,True,0235,resolved_move_bucket,confirmed_static_data,0x328C: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3061,0x328E,011,Nightmare,True,007E,resolved_move_bucket,confirmed_static_data,0x328E: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3010,0x325B,011,Nightmare,True,02DD,resolved_move_bucket,confirmed_static_data,0x325B: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3011,0x325C,011,Nightmare,True,03F4,resolved_move_bucket,confirmed_static_data,0x325C: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3019,0x3264,011,Nightmare,True,03FD,resolved_move_bucket,confirmed_static_data,0x3264: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3010,0x325B,011,Nightmare,True,02DD,resolved_move_bucket,confirmed_static_data,0x325B: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3065,0x3292,011,Nightmare,True,029C,resolved_move_bucket,confirmed_static_data,0x3292: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3011,0x325C,011,Nightmare,True,03F4,resolved_move_bucket,confirmed_static_data,0x325C: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3019,0x3264,011,Nightmare,True,03FD,resolved_move_bucket,confirmed_static_data,0x3264: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_down_candidate,2953,3,3065,0x3292,011,Nightmare,True,029C,resolved_move_bucket,confirmed_static_data,0x3292: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,2967,3,2968,0x3231,011,Nightmare,True,02B6,resolved_move_bucket,confirmed_static_data,0x3231: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,2977,3,2978,0x323B,011,Nightmare,True,021E,resolved_move_bucket,confirmed_static_data,0x323B: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,forward_step_candidate,2977,3,2979,0x323C,011,Nightmare,True,02CC,resolved_move_bucket,confirmed_static_data,0x323C: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,2981,3,2983,0x3240,011,Nightmare,True,02A3,resolved_move_bucket,confirmed_static_data,0x3240: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,2984,3,2985,0x3242,011,Nightmare,True,0071,resolved_move_bucket,confirmed_static_data,0x3242: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,forward_step_candidate,2993,3,2994,0x324B,011,Nightmare,True,00C0,resolved_move_bucket,confirmed_static_data,0x324B: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_up_candidate,3005,3,3006,0x3257,011,Nightmare,True,0327,resolved_move_bucket,confirmed_static_data,0x3257: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_up_candidate,3007,3,3008,0x3259,011,Nightmare,True,015A,resolved_move_bucket,confirmed_static_data,0x3259: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,3027,3,2983,0x3240,011,Nightmare,True,02A3,resolved_move_bucket,confirmed_static_data,0x3240: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,3033,3,3034,0x3273,011,Nightmare,True,0394,resolved_move_bucket,confirmed_static_data,0x3273: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,forward_step_candidate,3047,3,3048,0x3281,011,Nightmare,True,0360,resolved_move_bucket,confirmed_static_data,0x3281: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,forward_step_candidate,3056,3,3058,0x328B,011,Nightmare,True,01EF,resolved_move_bucket,confirmed_static_data,0x328B: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,3056,3,3057,0x328A,011,Nightmare,True,01DC,resolved_move_bucket,confirmed_static_data,0x328A: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,3074,3,3078,0x329F,011,Nightmare,True,0402,resolved_move_bucket,confirmed_static_data,0x329F: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_up_candidate,3080,3,3062,0x328F,011,Nightmare,True,0375,resolved_move_bucket,confirmed_static_data,0x328F: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,backstep_candidate,3080,3,3063,0x3290,011,Nightmare,True,0229,resolved_move_bucket,confirmed_static_data,0x3290: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,forward_step_candidate,3080,3,3056,0x3289,011,Nightmare,True,0234,resolved_move_bucket,confirmed_static_data,0x3289: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,sidestep_up_candidate,3080,3,3059,0x328C,011,Nightmare,True,0235,resolved_move_bucket,confirmed_static_data,0x328C: bank 3 targets current-character FLuxMoveBank bucket 3
011,Nightmare,forward_step_candidate,3080,3,3061,0x328E,011,Nightmare,True,007E,resolved_move_bucket,confirmed_static_data,0x328E: bank 3 targets current-character FLuxMoveBank bucket 3
012,Astaroth,sidestep_down_candidate,1534,2,1514,0x2384,012,Astaroth,True,0123,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,backstep_candidate,2068,2,1702,0x2440,012,Astaroth,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,forward_step_candidate,2068,2,1702,0x2440,012,Astaroth,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,backstep_candidate,2069,2,2371,0x26DD,012,Astaroth,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,forward_step_candidate,2069,2,2371,0x26DD,012,Astaroth,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,backstep_candidate,2202,2,2377,0x26E3,012,Astaroth,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,forward_step_candidate,2202,2,2377,0x26E3,012,Astaroth,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,backstep_candidate,2204,2,2377,0x26E3,012,Astaroth,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,forward_step_candidate,2204,2,2377,0x26E3,012,Astaroth,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,backstep_candidate,2258,2,2380,0x26E6,012,Astaroth,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,forward_step_candidate,2259,2,2380,0x26E6,012,Astaroth,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,backstep_candidate,2297,2,2382,0x26E8,012,Astaroth,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,forward_step_candidate,2299,2,2382,0x26E8,012,Astaroth,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
012,Astaroth,sidestep_down_candidate,2650,3,2980,0x321F,012,Astaroth,True,02B7,resolved_move_bucket,confirmed_static_data,0x321F: bank 3 targets current-character FLuxMoveBank bucket 3
012,Astaroth,sidestep_down_candidate,2650,3,2980,0x321F,012,Astaroth,True,02B7,resolved_move_bucket,confirmed_static_data,0x321F: bank 3 targets current-character FLuxMoveBank bucket 3
014,Cervantes,sidestep_down_candidate,1512,2,1492,0x2384,014,Cervantes,True,0143,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,backstep_candidate,2046,2,1680,0x2440,014,Cervantes,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,forward_step_candidate,2046,2,1680,0x2440,014,Cervantes,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,backstep_candidate,2047,2,2349,0x26DD,014,Cervantes,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,forward_step_candidate,2047,2,2349,0x26DD,014,Cervantes,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,backstep_candidate,2180,2,2355,0x26E3,014,Cervantes,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,forward_step_candidate,2180,2,2355,0x26E3,014,Cervantes,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,backstep_candidate,2182,2,2355,0x26E3,014,Cervantes,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,forward_step_candidate,2182,2,2355,0x26E3,014,Cervantes,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,backstep_candidate,2236,2,2358,0x26E6,014,Cervantes,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,forward_step_candidate,2237,2,2358,0x26E6,014,Cervantes,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,backstep_candidate,2275,2,2360,0x26E8,014,Cervantes,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
014,Cervantes,forward_step_candidate,2277,2,2360,0x26E8,014,Cervantes,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,sidestep_down_candidate,1436,2,1416,0x2384,015,Raphael,True,00CD,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,backstep_candidate,1970,2,1604,0x2440,015,Raphael,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,forward_step_candidate,1970,2,1604,0x2440,015,Raphael,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,backstep_candidate,1971,2,2273,0x26DD,015,Raphael,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,forward_step_candidate,1971,2,2273,0x26DD,015,Raphael,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,backstep_candidate,2104,2,2279,0x26E3,015,Raphael,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,forward_step_candidate,2104,2,2279,0x26E3,015,Raphael,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,backstep_candidate,2106,2,2279,0x26E3,015,Raphael,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,forward_step_candidate,2106,2,2279,0x26E3,015,Raphael,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,backstep_candidate,2160,2,2282,0x26E6,015,Raphael,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,forward_step_candidate,2161,2,2282,0x26E6,015,Raphael,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,backstep_candidate,2199,2,2284,0x26E8,015,Raphael,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
015,Raphael,forward_step_candidate,2201,2,2284,0x26E8,015,Raphael,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,eight_way_or_ambiguous,479,2,1789,0x24CF,016,Talim,True,1153,resolved_move_bucket,confirmed_static_data,0x24CF: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,eight_way_or_ambiguous,480,2,1789,0x24CF,016,Talim,True,1153,resolved_move_bucket,confirmed_static_data,0x24CF: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,eight_way_or_ambiguous,481,2,1789,0x24CF,016,Talim,True,1153,resolved_move_bucket,confirmed_static_data,0x24CF: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,eight_way_or_ambiguous,482,2,1789,0x24CF,016,Talim,True,1153,resolved_move_bucket,confirmed_static_data,0x24CF: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,sidestep_down_candidate,1478,2,1458,0x2384,016,Talim,True,0120,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,backstep_candidate,2012,2,1646,0x2440,016,Talim,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,forward_step_candidate,2012,2,1646,0x2440,016,Talim,True,1490,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,backstep_candidate,2013,2,2315,0x26DD,016,Talim,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,forward_step_candidate,2013,2,2315,0x26DD,016,Talim,True,1255,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,backstep_candidate,2146,2,2321,0x26E3,016,Talim,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,forward_step_candidate,2146,2,2321,0x26E3,016,Talim,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,backstep_candidate,2148,2,2321,0x26E3,016,Talim,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,forward_step_candidate,2148,2,2321,0x26E3,016,Talim,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,backstep_candidate,2202,2,2324,0x26E6,016,Talim,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,forward_step_candidate,2203,2,2324,0x26E6,016,Talim,True,1167,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,backstep_candidate,2241,2,2326,0x26E8,016,Talim,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
016,Talim,forward_step_candidate,2243,2,2326,0x26E8,016,Talim,True,1250,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,unknown_directional,322,2,2467,0x275B,017,Cassandra,True,04B2,resolved_move_bucket,confirmed_static_data,0x275B: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,unknown_directional,323,2,2467,0x275B,017,Cassandra,True,04B2,resolved_move_bucket,confirmed_static_data,0x275B: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,sidestep_down_candidate,1657,2,1637,0x241D,017,Cassandra,True,0057,resolved_move_bucket,confirmed_static_data,0x241D: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,backstep_candidate,2262,2,1862,0x24FE,017,Cassandra,True,1491,resolved_move_bucket,confirmed_static_data,0x24FE: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,forward_step_candidate,2262,2,1862,0x24FE,017,Cassandra,True,1491,resolved_move_bucket,confirmed_static_data,0x24FE: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,backstep_candidate,2263,2,2460,0x2754,017,Cassandra,True,1254,resolved_move_bucket,confirmed_static_data,0x2754: bank 2 targets current-character FLuxMoveBank bucket 2
017,Cassandra,forward_step_candidate,2263,2,2460,0x2754,017,Cassandra,True,1254,resolved_move_bucket,confirmed_static_data,0x2754: bank 2 targets current-character FLuxMoveBank bucket 2
022,Setsuka,sidestep_down_candidate,1687,2,1667,0x241D,022,Setsuka,True,0575,resolved_move_bucket,confirmed_static_data,0x241D: bank 2 targets current-character FLuxMoveBank bucket 2
022,Setsuka,backstep_candidate,2292,2,1892,0x24FE,022,Setsuka,True,1490,resolved_move_bucket,confirmed_static_data,0x24FE: bank 2 targets current-character FLuxMoveBank bucket 2
022,Setsuka,forward_step_candidate,2292,2,1892,0x24FE,022,Setsuka,True,1490,resolved_move_bucket,confirmed_static_data,0x24FE: bank 2 targets current-character FLuxMoveBank bucket 2
022,Setsuka,backstep_candidate,2293,2,2490,0x2754,022,Setsuka,True,1255,resolved_move_bucket,confirmed_static_data,0x2754: bank 2 targets current-character FLuxMoveBank bucket 2
022,Setsuka,forward_step_candidate,2293,2,2490,0x2754,022,Setsuka,True,1255,resolved_move_bucket,confirmed_static_data,0x2754: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,sidestep_down_candidate,1504,2,1484,0x2384,023,Tira,True,016C,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,backstep_candidate,2038,2,1672,0x2440,023,Tira,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,forward_step_candidate,2038,2,1672,0x2440,023,Tira,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,backstep_candidate,2039,2,2341,0x26DD,023,Tira,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,forward_step_candidate,2039,2,2341,0x26DD,023,Tira,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,backstep_candidate,2172,2,2347,0x26E3,023,Tira,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,forward_step_candidate,2172,2,2347,0x26E3,023,Tira,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,backstep_candidate,2174,2,2347,0x26E3,023,Tira,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,forward_step_candidate,2174,2,2347,0x26E3,023,Tira,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,backstep_candidate,2228,2,2350,0x26E6,023,Tira,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,forward_step_candidate,2229,2,2350,0x26E6,023,Tira,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,backstep_candidate,2267,2,2352,0x26E8,023,Tira,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
023,Tira,forward_step_candidate,2269,2,2352,0x26E8,023,Tira,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,unknown_directional,474,1,475,0x1017,024,Zasalamel,True,0250,resolved_move_bucket,confirmed_static_data,0x1017: bank 1 targets current-character FLuxMoveBank bucket 1
024,Zasalamel,sidestep_down_candidate,1411,2,1391,0x2384,024,Zasalamel,True,0089,resolved_move_bucket,confirmed_static_data,0x2384: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,backstep_candidate,1945,2,1579,0x2440,024,Zasalamel,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,forward_step_candidate,1945,2,1579,0x2440,024,Zasalamel,True,1491,resolved_move_bucket,confirmed_static_data,0x2440: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,backstep_candidate,1946,2,2248,0x26DD,024,Zasalamel,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,forward_step_candidate,1946,2,2248,0x26DD,024,Zasalamel,True,1254,resolved_move_bucket,confirmed_static_data,0x26DD: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,backstep_candidate,2079,2,2254,0x26E3,024,Zasalamel,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,forward_step_candidate,2079,2,2254,0x26E3,024,Zasalamel,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,backstep_candidate,2081,2,2254,0x26E3,024,Zasalamel,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,forward_step_candidate,2081,2,2254,0x26E3,024,Zasalamel,True,15DF,resolved_move_bucket,confirmed_static_data,0x26E3: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,backstep_candidate,2135,2,2257,0x26E6,024,Zasalamel,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,forward_step_candidate,2136,2,2257,0x26E6,024,Zasalamel,True,1168,resolved_move_bucket,confirmed_static_data,0x26E6: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,backstep_candidate,2174,2,2259,0x26E8,024,Zasalamel,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
024,Zasalamel,forward_step_candidate,2176,2,2259,0x26E8,024,Zasalamel,True,1251,resolved_move_bucket,confirmed_static_data,0x26E8: bank 2 targets current-character FLuxMoveBank bucket 2
