cid,character,movement_type,src_slot,dst_bank,dst_slot,raw_move_id,predicate_text,predicate_kind,source_pc,reason
012,Astaroth,backstep_candidate,2202,2,2377,9955,(any:back),direction,701451,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,forward_step_candidate,2202,2,2377,9955,(any:forward),direction,701548,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,backstep_candidate,2204,2,2377,9955,(any:back),direction,702012,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,forward_step_candidate,2204,2,2377,9955,(any:forward),direction,702109,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,backstep_candidate,2258,2,2380,9958,(any:back),direction,716283,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,forward_step_candidate,2259,2,2380,9958,(any:forward),direction,716649,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,backstep_candidate,2297,2,2382,9960,(any:back),direction,726477,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,forward_step_candidate,2299,2,2382,9960,(any:forward),direction,727274,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,sidestep_down_candidate,2650,3,2980,12831,(any:down),direction,881007,cross-bank direction target is audited but not selected until target-bank resolution is implemented
012,Astaroth,sidestep_down_candidate,2650,3,2980,12831,(any:down),direction,881413,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,sidestep_down_candidate,1512,2,1492,9092,(any:down),direction,515087,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,backstep_candidate,2046,2,1680,9280,(any:back),direction,605385,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,forward_step_candidate,2046,2,1680,9280,(any:forward),direction,605475,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,backstep_candidate,2047,2,2349,9949,(any:back),direction,605909,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,forward_step_candidate,2047,2,2349,9949,(any:forward),direction,605999,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,backstep_candidate,2180,2,2355,9955,(any:back),direction,646120,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,forward_step_candidate,2180,2,2355,9955,(any:forward),direction,646217,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,backstep_candidate,2182,2,2355,9955,(any:back),direction,646681,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,forward_step_candidate,2182,2,2355,9955,(any:forward),direction,646778,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,backstep_candidate,2236,2,2358,9958,(any:back),direction,660952,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,forward_step_candidate,2237,2,2358,9958,(any:forward),direction,661318,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,backstep_candidate,2275,2,2360,9960,(any:back),direction,671146,cross-bank direction target is audited but not selected until target-bank resolution is implemented
014,Cervantes,forward_step_candidate,2277,2,2360,9960,(any:forward),direction,671943,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,sidestep_down_candidate,1436,2,1416,9092,(any:down),direction,456408,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,backstep_candidate,1970,2,1604,9280,(any:back),direction,546706,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,forward_step_candidate,1970,2,1604,9280,(any:forward),direction,546796,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,backstep_candidate,1971,2,2273,9949,(any:back),direction,547230,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,forward_step_candidate,1971,2,2273,9949,(any:forward),direction,547320,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,backstep_candidate,2104,2,2279,9955,(any:back),direction,587441,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,forward_step_candidate,2104,2,2279,9955,(any:forward),direction,587538,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,backstep_candidate,2106,2,2279,9955,(any:back),direction,588002,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,forward_step_candidate,2106,2,2279,9955,(any:forward),direction,588099,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,backstep_candidate,2160,2,2282,9958,(any:back),direction,602189,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,forward_step_candidate,2161,2,2282,9958,(any:forward),direction,602555,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,backstep_candidate,2199,2,2284,9960,(any:back),direction,612383,cross-bank direction target is audited but not selected until target-bank resolution is implemented
015,Raphael,forward_step_candidate,2201,2,2284,9960,(any:forward),direction,613180,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,eight_way_or_ambiguous,479,2,1789,9423,(back+forward+up+down;any:back|forward|up|down),direction,425404,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,eight_way_or_ambiguous,480,2,1789,9423,(back+forward+up+down;any:back|forward|up|down),direction,426261,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,eight_way_or_ambiguous,481,2,1789,9423,(back+forward+up+down;any:back|forward|up|down),direction,426870,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,eight_way_or_ambiguous,482,2,1789,9423,(back+forward+up+down;any:back|forward|up|down),direction,427479,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,sidestep_down_candidate,1478,2,1458,9092,(any:down),direction,489066,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,backstep_candidate,2012,2,1646,9280,(any:back),direction,579364,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,forward_step_candidate,2012,2,1646,9280,(any:forward),direction,579454,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,backstep_candidate,2013,2,2315,9949,(any:back),direction,579888,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,forward_step_candidate,2013,2,2315,9949,(any:forward),direction,579978,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,backstep_candidate,2146,2,2321,9955,(any:back),direction,620099,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,forward_step_candidate,2146,2,2321,9955,(any:forward),direction,620196,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,backstep_candidate,2148,2,2321,9955,(any:back),direction,620660,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,forward_step_candidate,2148,2,2321,9955,(any:forward),direction,620757,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,backstep_candidate,2202,2,2324,9958,(any:back),direction,634931,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,forward_step_candidate,2203,2,2324,9958,(any:forward),direction,635297,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,backstep_candidate,2241,2,2326,9960,(any:back),direction,645125,cross-bank direction target is audited but not selected until target-bank resolution is implemented
016,Talim,forward_step_candidate,2243,2,2326,9960,(any:forward),direction,645922,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,unknown_directional,322,2,2467,10075,stick:neutral,direction,413374,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,unknown_directional,323,2,2467,10075,stick:neutral,direction,414313,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,sidestep_down_candidate,1657,2,1637,9245,(any:down),direction,590572,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,backstep_candidate,2262,2,1862,9470,(any:back),direction,692859,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,forward_step_candidate,2262,2,1862,9470,(any:forward),direction,692949,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,backstep_candidate,2263,2,2460,10068,(any:back),direction,693383,cross-bank direction target is audited but not selected until target-bank resolution is implemented
017,Cassandra,forward_step_candidate,2263,2,2460,10068,(any:forward),direction,693473,cross-bank direction target is audited but not selected until target-bank resolution is implemented
022,Setsuka,sidestep_down_candidate,1687,2,1667,9245,(any:down),direction,662710,cross-bank direction target is audited but not selected until target-bank resolution is implemented
022,Setsuka,backstep_candidate,2292,2,1892,9470,(any:back),direction,764900,cross-bank direction target is audited but not selected until target-bank resolution is implemented
022,Setsuka,forward_step_candidate,2292,2,1892,9470,(any:forward),direction,764990,cross-bank direction target is audited but not selected until target-bank resolution is implemented
022,Setsuka,backstep_candidate,2293,2,2490,10068,(any:back),direction,765424,cross-bank direction target is audited but not selected until target-bank resolution is implemented
022,Setsuka,forward_step_candidate,2293,2,2490,10068,(any:forward),direction,765514,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,sidestep_down_candidate,1504,2,1484,9092,(any:down),direction,513555,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,backstep_candidate,2038,2,1672,9280,(any:back),direction,603853,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,forward_step_candidate,2038,2,1672,9280,(any:forward),direction,603943,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,backstep_candidate,2039,2,2341,9949,(any:back),direction,604377,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,forward_step_candidate,2039,2,2341,9949,(any:forward),direction,604467,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,backstep_candidate,2172,2,2347,9955,(any:back),direction,644588,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,forward_step_candidate,2172,2,2347,9955,(any:forward),direction,644685,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,backstep_candidate,2174,2,2347,9955,(any:back),direction,645149,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,forward_step_candidate,2174,2,2347,9955,(any:forward),direction,645246,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,backstep_candidate,2228,2,2350,9958,(any:back),direction,659420,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,forward_step_candidate,2229,2,2350,9958,(any:forward),direction,659786,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,backstep_candidate,2267,2,2352,9960,(any:back),direction,669614,cross-bank direction target is audited but not selected until target-bank resolution is implemented
023,Tira,forward_step_candidate,2269,2,2352,9960,(any:forward),direction,670411,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,unknown_directional,474,1,475,4119,(motion ?),direction,403802,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,sidestep_down_candidate,1411,2,1391,9092,(any:down),direction,440555,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,backstep_candidate,1945,2,1579,9280,(any:back),direction,530853,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,forward_step_candidate,1945,2,1579,9280,(any:forward),direction,530943,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,backstep_candidate,1946,2,2248,9949,(any:back),direction,531377,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,forward_step_candidate,1946,2,2248,9949,(any:forward),direction,531467,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,backstep_candidate,2079,2,2254,9955,(any:back),direction,571588,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,forward_step_candidate,2079,2,2254,9955,(any:forward),direction,571685,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,backstep_candidate,2081,2,2254,9955,(any:back),direction,572149,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,forward_step_candidate,2081,2,2254,9955,(any:forward),direction,572246,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,backstep_candidate,2135,2,2257,9958,(any:back),direction,586420,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,forward_step_candidate,2136,2,2257,9958,(any:forward),direction,586786,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,backstep_candidate,2174,2,2259,9960,(any:back),direction,596614,cross-bank direction target is audited but not selected until target-bank resolution is implemented
024,Zasalamel,forward_step_candidate,2176,2,2259,9960,(any:forward),direction,597411,cross-bank direction target is audited but not selected until target-bank resolution is implemented
028,Hilde,sidestep_down_candidate,1584,2,1564,9245,(any:down),direction,520690,cross-bank direction target is audited but not selected until target-bank resolution is implemented
028,Hilde,backstep_candidate,2189,2,1789,9470,(any:back),direction,622880,cross-bank direction target is audited but not selected until target-bank resolution is implemented
028,Hilde,forward_step_candidate,2189,2,1789,9470,(any:forward),direction,622970,cross-bank direction target is audited but not selected until target-bank resolution is implemented
028,Hilde,backstep_candidate,2190,2,2387,10068,(any:back),direction,623404,cross-bank direction target is audited but not selected until target-bank resolution is implemented
028,Hilde,forward_step_candidate,2190,2,2387,10068,(any:forward),direction,623494,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,sidestep_down_candidate,1507,2,1487,9092,(any:down),direction,528449,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,backstep_candidate,2041,2,1675,9280,(any:back),direction,618747,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,forward_step_candidate,2041,2,1675,9280,(any:forward),direction,618837,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,backstep_candidate,2042,2,2344,9949,(any:back),direction,619271,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,forward_step_candidate,2042,2,2344,9949,(any:forward),direction,619361,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,backstep_candidate,2175,2,2350,9955,(any:back),direction,659482,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,forward_step_candidate,2175,2,2350,9955,(any:forward),direction,659579,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,backstep_candidate,2177,2,2350,9955,(any:back),direction,660043,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,forward_step_candidate,2177,2,2350,9955,(any:forward),direction,660140,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,backstep_candidate,2231,2,2353,9958,(any:back),direction,674314,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,forward_step_candidate,2232,2,2353,9958,(any:forward),direction,674680,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,backstep_candidate,2270,2,2355,9960,(any:back),direction,684508,cross-bank direction target is audited but not selected until target-bank resolution is implemented
030,Amy,forward_step_candidate,2272,2,2355,9960,(any:forward),direction,685305,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,sidestep_down_candidate,1626,2,1606,9092,(any:down),direction,630597,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,backstep_candidate,2160,2,1794,9280,(any:back),direction,720949,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,forward_step_candidate,2160,2,1794,9280,(any:forward),direction,721039,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,backstep_candidate,2161,2,2463,9949,(any:back),direction,721473,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,forward_step_candidate,2161,2,2463,9949,(any:forward),direction,721563,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,backstep_candidate,2294,2,2469,9955,(any:back),direction,761684,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,forward_step_candidate,2294,2,2469,9955,(any:forward),direction,761781,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,backstep_candidate,2296,2,2469,9955,(any:back),direction,762245,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,forward_step_candidate,2296,2,2469,9955,(any:forward),direction,762342,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,backstep_candidate,2350,2,2472,9958,(any:back),direction,776516,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,forward_step_candidate,2351,2,2472,9958,(any:forward),direction,776882,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,backstep_candidate,2389,2,2474,9960,(any:back),direction,786710,cross-bank direction target is audited but not selected until target-bank resolution is implemented
060,2B,forward_step_candidate,2391,2,2474,9960,(any:forward),direction,787507,cross-bank direction target is audited but not selected until target-bank resolution is implemented
061,Haohmaru,sidestep_down_candidate,1658,2,1638,9245,(any:down),direction,609650,cross-bank direction target is audited but not selected until target-bank resolution is implemented
061,Haohmaru,backstep_candidate,2263,2,1863,9470,(any:back),direction,711840,cross-bank direction target is audited but not selected until target-bank resolution is implemented
061,Haohmaru,forward_step_candidate,2263,2,1863,9470,(any:forward),direction,711930,cross-bank direction target is audited but not selected until target-bank resolution is implemented
061,Haohmaru,backstep_candidate,2264,2,2461,10068,(any:back),direction,712364,cross-bank direction target is audited but not selected until target-bank resolution is implemented
061,Haohmaru,forward_step_candidate,2264,2,2461,10068,(any:forward),direction,712454,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,sidestep_down_candidate,1390,2,1370,9092,(any:down),direction,433895,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,backstep_candidate,1924,2,1558,9280,(any:back),direction,524193,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,forward_step_candidate,1924,2,1558,9280,(any:forward),direction,524283,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,backstep_candidate,1925,2,2227,9949,(any:back),direction,524717,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,forward_step_candidate,1925,2,2227,9949,(any:forward),direction,524807,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,backstep_candidate,2058,2,2233,9955,(any:back),direction,564928,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,forward_step_candidate,2058,2,2233,9955,(any:forward),direction,565025,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,backstep_candidate,2060,2,2233,9955,(any:back),direction,565489,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,forward_step_candidate,2060,2,2233,9955,(any:forward),direction,565586,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,backstep_candidate,2114,2,2236,9958,(any:back),direction,579760,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,forward_step_candidate,2115,2,2236,9958,(any:forward),direction,580126,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,backstep_candidate,2153,2,2238,9960,(any:back),direction,589954,cross-bank direction target is audited but not selected until target-bank resolution is implemented
062,Groh,forward_step_candidate,2155,2,2238,9960,(any:forward),direction,590751,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,sidestep_down_candidate,1496,2,1476,9092,(any:down),direction,513494,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,backstep_candidate,2030,2,1664,9280,(any:back),direction,603792,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,forward_step_candidate,2030,2,1664,9280,(any:forward),direction,603882,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,backstep_candidate,2031,2,2333,9949,(any:back),direction,604316,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,forward_step_candidate,2031,2,2333,9949,(any:forward),direction,604406,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,backstep_candidate,2164,2,2339,9955,(any:back),direction,644527,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,forward_step_candidate,2164,2,2339,9955,(any:forward),direction,644624,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,backstep_candidate,2166,2,2339,9955,(any:back),direction,645088,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,forward_step_candidate,2166,2,2339,9955,(any:forward),direction,645185,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,backstep_candidate,2220,2,2342,9958,(any:back),direction,659275,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,forward_step_candidate,2221,2,2342,9958,(any:forward),direction,659641,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,backstep_candidate,2259,2,2344,9960,(any:back),direction,669469,cross-bank direction target is audited but not selected until target-bank resolution is implemented
064,Azwel,forward_step_candidate,2261,2,2344,9960,(any:forward),direction,670266,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,sidestep_down_candidate,1381,2,1361,9092,(any:down),direction,425637,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,backstep_candidate,1915,2,1549,9280,(any:back),direction,515935,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,forward_step_candidate,1915,2,1549,9280,(any:forward),direction,516025,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,backstep_candidate,1916,2,2218,9949,(any:back),direction,516459,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,forward_step_candidate,1916,2,2218,9949,(any:forward),direction,516549,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,backstep_candidate,2049,2,2224,9955,(any:back),direction,556670,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,forward_step_candidate,2049,2,2224,9955,(any:forward),direction,556767,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,backstep_candidate,2051,2,2224,9955,(any:back),direction,557231,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,forward_step_candidate,2051,2,2224,9955,(any:forward),direction,557328,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,backstep_candidate,2105,2,2227,9958,(any:back),direction,571502,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,forward_step_candidate,2106,2,2227,9958,(any:forward),direction,571868,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,backstep_candidate,2144,2,2229,9960,(any:back),direction,581696,cross-bank direction target is audited but not selected until target-bank resolution is implemented
065,Geralt,forward_step_candidate,2146,2,2229,9960,(any:forward),direction,582493,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),sidestep_down_candidate,1336,2,1316,9092,(any:down),direction,377971,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),backstep_candidate,1870,2,1504,9280,(any:back),direction,468269,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),forward_step_candidate,1870,2,1504,9280,(any:forward),direction,468359,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),backstep_candidate,1871,2,2173,9949,(any:back),direction,468793,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),forward_step_candidate,1871,2,2173,9949,(any:forward),direction,468883,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),backstep_candidate,2004,2,2179,9955,(any:back),direction,509004,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),forward_step_candidate,2004,2,2179,9955,(any:forward),direction,509101,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),backstep_candidate,2006,2,2179,9955,(any:back),direction,509565,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),forward_step_candidate,2006,2,2179,9955,(any:forward),direction,509662,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),backstep_candidate,2060,2,2182,9958,(any:back),direction,523836,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),forward_step_candidate,2061,2,2182,9958,(any:forward),direction,524202,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),backstep_candidate,2099,2,2184,9960,(any:back),direction,534030,cross-bank direction target is audited but not selected until target-bank resolution is implemented
066,Unknown (cid 066),forward_step_candidate,2101,2,2184,9960,(any:forward),direction,534827,cross-bank direction target is audited but not selected until target-bank resolution is implemented
