cid,character,src_slot,dst_bank,dst_slot,movement_type,predicate_kind,predicate_text,predicate_args,raw_move_id,source_pc,callcond_idx,dst_animation_hex,dst_animation_length,dst_has_attack_cell,dst_mot_status,dst_mot_size,dst_mot_sha1,distance_tier,confidence,score,reason
005,Voldo,532,0,522,eight_way_or_ambiguous,direction,(back+forward),0x0005 0x0300,0x020A,0x6DCCB,0x07,02A8,100.0,False,character_motion_section,3912,4a8c518dd76b74d9e92fa4c49faed3030f307d83,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,547,0,548,backstep_candidate,direction,(any:back),0x0006 0x0001,0x0224,0x6F79D,0x07,01D9,100.0,True,character_motion_section,4968,cea4b5395d84388fba6e841ac50f08d7cc30bfba,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,549,0,550,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x0226,0x6FA11,0x07,01B0,100.0,True,character_motion_section,3408,3815c75e654c82751e58fa0067f070d28df06413,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,550,0,551,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x0227,0x6FB60,0x07,01B1,100.0,True,character_motion_section,5320,f2d80250d2d3f23dfb75fd54db617a33f0fe0f53,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,604,0,614,forward_step_candidate,direction,(any:forward),0x0020 0x0002 0x0014,0x0266,0x746CB,0x07,0336,100.0,False,character_motion_section,3248,7738d7774f54974d93c49c62f525885c509d86fc,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,607,0,6,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x0006,0x74AAD,0x06,007F,100.0,False,character_motion_section,3864,0e1154b43fdb7c8464c2100f1a64d61e1b1376a1,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,612,0,613,backstep_candidate,direction,(any:back),0x0020 0x0001 0x0007,0x0265,0x74E73,0x07,0332,100.0,False,character_motion_section,2024,f342c09da6c228a4c12d287f72e2bda3be0d441c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,1597,2,1577,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x2629,0x81D4D,0x07,013C,100.0,False,character_motion_section,1992,2973fd1ee57719bbd5e74883c26c57d4a4aee0de,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,2131,2,1765,backstep_candidate,direction,(any:back),0x0006 0x0001,0x26E5,0x97E07,0x07,1490,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2131,2,1765,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x26E5,0x97E61,0x07,1490,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2132,2,2434,backstep_candidate,direction,(any:back),0x0006 0x0001,0x2982,0x98013,0x07,1255,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2132,2,2434,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x2982,0x9806D,0x07,1255,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2265,2,2440,backstep_candidate,direction,(any:back),0x0006 0x0001,0x2988,0xA1D26,0x07,15DF,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2265,2,2440,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x2988,0xA1D87,0x07,15DF,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2267,2,2440,backstep_candidate,direction,(any:back),0x0006 0x0001,0x2988,0xA1F57,0x07,15DF,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2267,2,2440,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x2988,0xA1FB8,0x07,15DF,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2321,2,2443,backstep_candidate,direction,(any:back),0x0006 0x0001,0x298B,0xA5716,0x07,1167,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2322,2,2443,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x298B,0xA5884,0x07,1167,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2360,2,2445,backstep_candidate,direction,(any:back),0x0006 0x0001,0x298D,0xA7EE8,0x07,1250,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2362,2,2445,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x298D,0xA8205,0x07,1250,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,inferred_static_low,73,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,2700,0,344,unknown_directional,direction,(motion ?),0x0005 ,0x0158,0xCD123,0x07,0349,100.0,True,character_motion_section,5408,82f0af0f458b56110a80da0b34ef99f709ee8e0e,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,2713,0,607,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x025F,0xCE7C4,0x07,033B,100.0,False,character_motion_section,5720,6dec851e3c6cb9f46159d70cb47f710b807314ea,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,2713,0,607,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x025F,0xCE95A,0x07,033B,100.0,False,character_motion_section,5720,6dec851e3c6cb9f46159d70cb47f710b807314ea,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3021,0,113,unknown_directional,direction,stick:any,0x0005 0x8001,0x0071,0xF38FD,0x06,10C0,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,unknown_without_motion_decode,50,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,3021,0,114,unknown_directional,direction,stick:any,0x0005 0x8001,0x0072,0xF39C8,0x06,10C1,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,unknown_without_motion_decode,50,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,3021,0,115,unknown_directional,direction,stick:any,0x0005 0x8001,0x0073,0xF3A93,0x06,10AA,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,unknown_without_motion_decode,50,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,3021,0,116,unknown_directional,direction,stick:any,0x0005 0x8001,0x0074,0xF3B5E,0x06,10AC,100.0,False,motion_index_out_of_range,0,,unknown_no_motion_payload,unknown_without_motion_decode,50,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
005,Voldo,3038,0,553,eight_way_or_ambiguous,direction,(back+forward),0x0006 0x0300 0x0002,0x0229,0xF4FA2,0x07,01DD,100.0,True,character_motion_section,6488,b994d17125094616f9e99f2684cac6789c4b23b8,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,554,forward_diagonal,direction,(forward+up),0x0006 0x0600 0x0002,0x022A,0xF4FD6,0x07,02B3,100.0,False,character_motion_section,4776,79513e8ad9ca913d4d8902048952252004c02a75,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,547,backstep_candidate,direction,(any:back),0x0006 0x0001,0x0223,0xF5056,0x07,01D8,100.0,True,character_motion_section,4752,8e7e7b1029a93be6da513a67291f14b988e7b418,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,549,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x0225,0xF5087,0x07,032D,100.0,True,character_motion_section,6184,0fca627540f4d010a0625deb68d1a0ced25fc3b5,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,552,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x0228,0xF50B8,0x07,0222,100.0,True,character_motion_section,4880,07b75ed5da3890a1cf16d1c1f8365eb14a76ce38,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,546,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x0222,0xF50D3,0x07,01D7,100.0,False,character_motion_section,5280,45c9c7eba2356d6d48d126bdd3fffeb6273e714a,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,565,forward_diagonal,direction,(forward+up),0x0005 0x0600,0x0235,0xF51A5,0x07,02B3,100.0,False,character_motion_section,4776,79513e8ad9ca913d4d8902048952252004c02a75,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,561,backstep_candidate,direction,(any:back),0x0006 0x0001,0x0231,0xF51D6,0x07,02A0,100.0,True,character_motion_section,4896,68f33cb3e48c57fbc78ae76bc63cc82224ed1e6c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,562,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x0232,0xF5207,0x07,0103,100.0,True,character_motion_section,4800,2c91bdb766a2bbd92d6f52f0914a47848859e995,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,563,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x0233,0xF5238,0x07,029D,100.0,True,character_motion_section,6016,64b0b24814fedc981ce007f00b8611106e71315c,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3038,0,546,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x0222,0xF5253,0x07,01D7,100.0,False,character_motion_section,5280,45c9c7eba2356d6d48d126bdd3fffeb6273e714a,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3039,0,522,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x020A,0xF5426,0x07,02A8,100.0,False,character_motion_section,3912,4a8c518dd76b74d9e92fa4c49faed3030f307d83,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3039,0,522,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x020A,0xF548E,0x07,02A8,100.0,False,character_motion_section,3912,4a8c518dd76b74d9e92fa4c49faed3030f307d83,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3039,0,523,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x020B,0xF54F6,0x07,0015,100.0,True,character_motion_section,4888,9821e0814a5a0ff0afc9702ad486add4ca83af2e,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3039,0,512,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x0200,0xF562B,0x07,0020,100.0,False,character_motion_section,3096,82023e075e396bb9f3f7dd045a6b42d18abfdd22,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,523,forward_diagonal,direction,(forward+up),0x0006 0x0600 0x0002,0x020B,0xF56C8,0x07,0015,100.0,True,character_motion_section,4888,9821e0814a5a0ff0afc9702ad486add4ca83af2e,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,513,backstep_candidate,direction,(any:back),0x0006 0x0001,0x0201,0xF56E3,0x07,0350,100.0,True,character_motion_section,5776,3b514fb2230c015863dd38a0ecd72a7834ddf825,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,514,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x0202,0xF56FE,0x07,035C,100.0,True,character_motion_section,7424,dffd0bd1ac33b7fcd31db9ab71518c30dda97db2,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,521,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x0209,0xF5749,0x07,001F,100.0,True,character_motion_section,6192,04ded44f78e2a0af2e9b0a31a9d3bcd6c73ff20b,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,516,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x0204,0xF5764,0x07,0359,100.0,True,character_motion_section,3360,c564c1be6db7bf7d420bffbc0acc5554dfc36fae,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,512,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x0200,0xF577F,0x07,0020,100.0,False,character_motion_section,3096,82023e075e396bb9f3f7dd045a6b42d18abfdd22,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,523,forward_diagonal,direction,(forward+up),0x0006 0x0600 0x0002,0x020B,0xF579D,0x07,0015,100.0,True,character_motion_section,4888,9821e0814a5a0ff0afc9702ad486add4ca83af2e,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,513,backstep_candidate,direction,(any:back),0x0006 0x0001,0x0201,0xF57B8,0x07,0350,100.0,True,character_motion_section,5776,3b514fb2230c015863dd38a0ecd72a7834ddf825,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,534,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x0216,0xF57D3,0x07,02D9,100.0,True,character_motion_section,5400,af837800d0a329e68b5431017a2ac1c077da7eb2,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,521,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x0209,0xF581E,0x07,001F,100.0,True,character_motion_section,6192,04ded44f78e2a0af2e9b0a31a9d3bcd6c73ff20b,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,535,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x0217,0xF5839,0x07,035A,100.0,True,character_motion_section,3344,951a4605671f7ac6b672371d05e8addc993e0c2b,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3040,0,512,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x0200,0xF5854,0x07,0020,100.0,False,character_motion_section,3096,82023e075e396bb9f3f7dd045a6b42d18abfdd22,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3041,0,583,backstep_candidate,direction,(any:back),0x0006 0x0001,0x0247,0xF58C7,0x07,01C1,100.0,True,character_motion_section,4504,ffd210eae746356f3a0085421e4d0415240b5c36,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3041,0,586,forward_step_candidate,direction,(any:forward),0x0006 0x0002,0x024A,0xF58DF,0x07,01BC,100.0,True,character_motion_section,3424,f8f55a00dddb0f1cad588b1236b1ad3745276383,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3041,0,589,sidestep_up_candidate,direction,(any:up),0x0006 0x0004,0x024D,0xF58F7,0x07,0230,100.0,True,character_motion_section,5832,02e7e42ccb6c4a5c8f791162c5e22388d41e0df8,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3041,0,597,sidestep_down_candidate,direction,(any:down),0x0006 0x0008,0x0255,0xF590F,0x07,01BD,100.0,False,character_motion_section,1352,9d3fac5f3c95699e52bc33722d7e080c734dffca,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3041,0,590,eight_way_or_ambiguous,direction,(back+forward),0x0005 0x0300,0x024E,0xF5942,0x07,01C3,100.0,True,character_motion_section,9264,6fe60b739ec5853a98fe5ab7d9109ac0c50b50d3,relative_authored_difference_no_exact_distance,inferred_static_low,72,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3041,0,591,forward_diagonal,direction,(forward+up),0x0005 0x0600,0x024F,0xF5975,0x07,026A,100.0,True,character_motion_section,7264,ff9e607e1b53305c5fea9101f151aaa33434e414,relative_authored_difference_no_exact_distance,inferred_static,88,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3044,0,455,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x01C7,0xF5BF8,0x07,02B2,100.0,True,character_motion_section,5552,ef0ba316f41f28db74d571ad6c8e4af9d64a5375,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3044,0,412,sidestep_up_candidate,direction,(any:up),0x0005 0x0004,0x019C,0xF5C58,0x07,0307,100.0,True,character_motion_section,5096,c41e1af6a736238a9fae84d28d2fe7c854855aa8,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3044,0,210,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x00D2,0xF5D72,0x07,032B,100.0,False,character_motion_section,15784,7cf23eac3d43bf95b5573f9791d734d3bfa14e55,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
005,Voldo,3044,0,460,sidestep_down_candidate,direction,(any:down),0x0005 0x0008,0x01CC,0xF5DD2,0x07,0209,100.0,True,character_motion_section,9456,46e5bcd6db2e4e0a59904010e048fccf3eb33e41,relative_authored_difference_no_exact_distance,inferred_static,95,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
