cid,character,movement_type,route_kind,quality_status,quality_score,quality_grade,distance_f4,distance_f8,distance_f12,distance_f16,total_distance,peak_distance,first_movement_frame,first_frame_8_units,first_frame_16_units,first_frame_30_units,earliest_guard_or_neutral_frame,earliest_attack_cancel_frame,recovery_trust_status,recovery_trust_confidence,plain_movement,has_attack_cell,root_decode_confidence,selection_reason,reason
009,Hwang,backstep_candidate,trusted_basic,rankable_static_distance,53.476,B,0.027000001282431185,0.09000000427477062,0.18800000892952085,0.2670000126818195,0.29700001410674304,0.29700001410674304,3,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
009,Hwang,eight_way_or_ambiguous,trusted_basic,rankable_static_distance,19.79,D,0.036124785452212045,0.12657409498753436,0.19087431325599935,0.2680764943571309,0.29767265312319763,0.29767265312319763,3,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
009,Hwang,forward_diagonal,unresolved,unranked,,Unranked,0.33400001586414874,0.5110000242711976,0.8030000381404534,1.1360000539571047,,,0,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
009,Hwang,forward_step_candidate,trusted_basic,rankable_static_distance,20.833,D,0.0020000000949949026,0.007000000332482159,0.03000000142492354,0.05400000256486237,0.0780000037048012,0.0780000037048012,9,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
009,Hwang,sidestep_down_candidate,trusted_basic,rankable_static_distance,19.767,C,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
009,Hwang,sidestep_up_candidate,trusted_basic,rankable_static_distance,65.952,B,0.02400000113993883,0.08900000422727317,0.03300000156741589,0.02400000113993883,0.12800000607967377,0.12800000607967377,4,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00b,Ivy,back_diagonal,unresolved,unknown_no_static_route,,Unranked,,,,,,,,,,,,,unknown_from_static_bytecode,unknown,False,False,unknown,no direction-gated route found for this movement type,no direction-gated route found for this movement type
00b,Ivy,backstep_candidate,unresolved,unranked,,Unranked,0.24600001168437302,0.6430000305408612,0.9880000469274819,1.159000055049546,,,0,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00b,Ivy,eight_way_or_ambiguous,trusted_basic,rankable_static_distance,61.207,B,0.24726707384543434,0.6094760333982808,0.8557459141385741,0.9254415602066002,0.9950985348526796,0.9950985348526796,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00b,Ivy,forward_diagonal,unresolved,unranked,,Unranked,0.06600000313483179,0.20300247268134453,0.39304581752677115,0.6209315877178866,,,1,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00b,Ivy,forward_step_candidate,trusted_basic,rankable_static_distance,27.111,C,0.00800000037997961,0.010000000474974513,0.020000000949949026,0.06200000294484198,0.08700000413227826,0.08700000413227826,5,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00b,Ivy,sidestep_down_candidate,trusted_basic,rankable_static_distance,68.74,A,0.05200000246986747,0.03300000156741589,0.010000000474974513,0.019000000902451575,0.08100000384729356,0.08100000384729356,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00b,Ivy,sidestep_up_candidate,unresolved,unranked,,Unranked,0.006000000284984708,0.019000000902451575,0.027000001282431185,0.03800000180490315,,,6,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00c,Kilik,back_diagonal,unresolved,unknown_no_static_route,,Unranked,,,,,,,,,,,,,unknown_from_static_bytecode,unknown,False,False,unknown,no direction-gated route found for this movement type,no direction-gated route found for this movement type
00c,Kilik,backstep_candidate,unresolved,unranked,,Unranked,0.10500000498723239,0.308000014629215,0.4190000199014321,0.4760000226087868,,,2,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00c,Kilik,eight_way_or_ambiguous,trusted_basic,rankable_static_distance,54.14,B,0.33400001586414874,0.5590000265510753,0.740000035148114,0.8720000414177775,0.9730000462150201,0.9730000462150201,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00c,Kilik,forward_diagonal,unresolved,unranked,,Unranked,0.7047269309301792,0.6105874510794629,0.5249324015301646,0.9776630763194982,,,0,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00c,Kilik,forward_step_candidate,unresolved,unranked,,Unranked,0.10100000479724258,0.14900000707712024,0.17900000850204378,0.21000000997446477,,,0,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00c,Kilik,sidestep_down_candidate,trusted_basic,rankable_static_distance,75.232,A,0.03200000151991844,0.04400000208988786,0.04500000213738531,0.05900000280234963,0.11000000522471964,0.11000000522471964,2,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00c,Kilik,sidestep_up_candidate,measured_but_not_basic,unranked,,Unranked,0.0,0.0,0.0,0.0,,,,,,,,,unknown_from_static_bytecode,unknown,False,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; source is not proven neutral or stance-root basic movement; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00d,Xianghua,back_diagonal,trusted_basic,rankable_static_distance,38.0,C,0.07629548186469066,0.20300247268134453,0.3298257272166935,0.40229965868050444,0.43847464951091575,0.43847464951091575,1,,,,,,unknown_from_static_bytecode,unknown,True,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00d,Xianghua,backstep_candidate,trusted_basic,rankable_static_distance,83.026,S,0.3060000145342201,0.5620000266935676,0.6550000311108306,0.7050000334857032,0.8260000392328948,0.8260000392328948,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00d,Xianghua,eight_way_or_ambiguous,trusted_basic,rankable_static_distance,39.541,B,0.18801064692692246,0.3460708184419264,0.4931987663275686,0.6124320661347052,0.7070219568627647,0.7070219568627647,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00d,Xianghua,forward_diagonal,trusted_basic,rankable_static_distance,59.667,A,0.31553923600428474,0.5648832005930157,0.6550923910157127,0.7055558427858979,0.8304649694691077,0.8304649694691077,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00d,Xianghua,forward_step_candidate,trusted_basic,rankable_static_distance,67.167,A,0.21200001006945968,0.3920000186190009,0.5000000237487257,0.5410000256961212,0.5510000261710957,0.5510000261710957,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00d,Xianghua,sidestep_down_candidate,trusted_basic,rankable_static_distance,65.112,B,0.00800000037997961,0.034000001614913344,0.05600000265985727,0.05300000251736492,0.05600000265985727,0.05600000265985727,5,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00d,Xianghua,sidestep_up_candidate,trusted_basic,rankable_static_distance,68.667,A,0.020000000949949026,0.06100000289734453,0.11600000550970435,0.17400000826455653,0.24800001177936792,0.24800001177936792,3,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00f,Yoshimitsu,back_diagonal,unresolved,unranked,,Unranked,0.049000002327375114,0.049000002327375114,0.049000002327375114,0.049000002327375114,,,0,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00f,Yoshimitsu,backstep_candidate,unresolved,unranked,,Unranked,0.06800000322982669,0.20800000987946987,0.4130000196164474,0.5410000256961212,,,0,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
00f,Yoshimitsu,eight_way_or_ambiguous,trusted_basic,rankable_static_distance,65.652,A,0.3351790725451137,0.5982215592869682,0.8308694636217909,0.9950724064413654,1.059000050299801,1.059000050299801,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00f,Yoshimitsu,forward_diagonal,trusted_basic,rankable_static_distance,37.815,B,0.13600000645965338,0.2810000133467838,0.4230000200914219,0.5440000258386135,0.6600000313483179,0.6600000313483179,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to diagonal movement; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00f,Yoshimitsu,forward_step_candidate,trusted_basic,rankable_static_distance,68.167,A,0.1540000073146075,0.2790000132517889,0.40800001937896013,0.5330000253161415,1.0200000484474003,1.0200000484474003,0,,,,,,unknown_from_static_bytecode,unknown,True,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00f,Yoshimitsu,sidestep_down_candidate,trusted_basic,rankable_static_distance,59.404,B,0.004000000189989805,0.013000000617466867,0.02400000113993883,0.0370000017574057,0.09900000470224768,0.09900000470224768,7,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
00f,Yoshimitsu,sidestep_up_candidate,unresolved,unranked,,Unranked,0.0,0.0,0.0,0.0,,,,,,,,,unknown_from_static_bytecode,unresolved_static_data,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
011,Nightmare,back_diagonal,unresolved,unknown_no_static_route,,Unranked,,,,,,,,,,,,,unknown_from_static_bytecode,unknown,False,False,unknown,no direction-gated route found for this movement type,no direction-gated route found for this movement type
011,Nightmare,backstep_candidate,trusted_basic,rankable_static_distance,59.124,B,0.026000001234933734,0.10400000493973494,0.23100001097191125,0.39900001895148307,0.8190000389004126,0.8190000389004126,3,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
011,Nightmare,eight_way_or_ambiguous,trusted_basic,rankable_static_distance,33.522,C,0.13852076314676523,0.2862516511461244,0.4110109682812483,0.5031202878497947,0.5612210169981611,0.5612210169981611,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
011,Nightmare,forward_diagonal,unresolved,unknown_no_static_route,,Unranked,,,,,,,,,,,,,unknown_from_static_bytecode,unknown,False,False,unknown,no direction-gated route found for this movement type,no direction-gated route found for this movement type
011,Nightmare,forward_step_candidate,trusted_basic,rankable_static_distance,75.0,S,0.6590000313008204,0.658000031253323,0.6250000296859071,0.5570000264560804,0.6590000313008204,0.6590000313008204,0,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
011,Nightmare,sidestep_down_candidate,trusted_basic,rankable_static_distance,80.965,S,0.04000000189989805,0.09900000470224768,0.13700000650715083,0.13800000655464828,0.13900000660214573,0.13900000660214573,2,,,,,,unknown_from_static_bytecode,unknown,True,False,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
011,Nightmare,sidestep_up_candidate,unresolved,unranked,,Unranked,0.0,0.0,0.0,0.0,,,,,,,,,unknown_from_static_bytecode,unknown,False,True,high,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty; decoded with confirmed channel stream DAT_143e83c00; offensive cells exist and no static return/recovery frame is known; unranked unless route is trusted basic movement and root motion is decoded with high confidence
